Production_ID,Production_Date,Shift,Product_ID,Product_Name,Product_Category,Machine_ID,Operator_ID,Planned_Qty,Produced_Qty,Good_Qty,Rejected_Qty,Production_Hours,Downtime_Hours,Raw_Material_Used_Kg,Wastage_Kg,Defect_Type,Production_Efficiency_%,Defect_Rate_%,Production_Status,Batch_Quality,Product_Quality_Level,Product_Quality_Score,Year,Month,Month_Name,Month_Year
P046543,2021-09-28,Night,NP002,Plastic Mug,Household Utility,M001,E007,1049,1080,1003,77,5.78,0.04,274.75,20.07,None,102.96,7.13,Completed,Low,Medium,47.322,2021,9,September,2021-09
P046544,2024-12-28,Morning,NP001,Plastic Bucket,Household Utility,M003,E027,1571,1581,1555,26,6.87,0.59,1991.02,25.36,Colour Defect,100.64,1.64,Completed,High,High,52.232,2024,12,December,2024-12
P046545,2024-08-22,Morning,NP006,Kitchen Container,Kitchen Product,M006,E030,484,474,437,37,7.78,0.11,270.81,2.04,Colour Defect,97.93,7.81,Completed,Low,High,96.056,2024,8,August,2024-08
P046546,2026-06-17,Morning,NP005,Plastic Dustbin,Household Utility,M002,E019,490,492,439,53,5.92,0.2,907.55,23.73,Crack,100.41,10.77,Review,Low,Low,33.044,2026,6,June,2026-06
P046547,2025-11-01,Evening,NP006,Kitchen Container,Kitchen Product,M006,E004,1488,1399,1298,101,7.37,0.56,766.17,28.15,None,94.02,7.22,Completed,Low,High,96.056,2025,11,November,2025-11
P046548,2022-08-31,Evening,NP003,Plastic Chair,Furniture,M002,E015,601,563,559,4,6.01,0.91,1586.65,36.65,Dimensional Defect,93.68,0.71,Completed,Medium,Medium,46.592,2022,8,August,2022-08
P046549,2023-02-09,Morning,NP001,Plastic Bucket,Household Utility,M004,E018,812,742,707,35,5.74,0.88,899.74,2.91,Shape Defect,91.38,4.72,Completed,Medium,High,52.232,2023,2,February,2023-02
P046550,2024-03-14,Morning,NP003,Plastic Chair,Furniture,M003,E023,989,823,763,60,6.58,1.58,2253.19,11.6,Dimensional Defect,83.22,7.29,Completed,Low,Medium,46.592,2024,3,March,2024-03
P046551,2021-08-08,Night,NP002,Plastic Mug,Household Utility,M005,E023,1098,934,866,68,6.94,1.12,235.62,26.25,Shape Defect,85.06,7.28,Completed,Low,Medium,47.322,2021,8,August,2021-08
P046552,2022-10-06,Evening,NP006,Kitchen Container,Kitchen Product,M006,E023,1463,1126,1088,38,7.08,0.64,612.96,28.67,Shape Defect,76.97,3.37,Completed,Low,High,96.056,2022,10,October,2022-10
P046553,2026-01-30,Morning,NP002,Plastic Mug,Household Utility,M005,E027,1108,1014,918,96,5.85,0.23,264.25,22.55,Dimensional Defect,91.52,9.47,Review,Low,Medium,47.322,2026,1,January,2026-01
P046554,2025-09-29,Evening,NP001,Plastic Bucket,Household Utility,M001,E009,212,189,184,5,5.63,0.13,222.17,26.73,Colour Defect,89.15,2.65,Completed,Low,High,52.232,2025,9,September,2025-09
P046555,2021-12-02,Night,NP006,Kitchen Container,Kitchen Product,M005,E007,158,149,143,6,7.23,1.16,79.89,9.56,Deformed Product,94.3,4.03,Completed,Medium,High,96.056,2021,12,December,2021-12
P046556,2024-02-25,Evening,NP002,Plastic Mug,Household Utility,M004,E007,619,638,610,28,7.39,0.67,155.61,25.49,None,103.07,4.39,Completed,Medium,Medium,47.322,2024,2,February,2024-02
P046557,2021-10-16,Evening,NP001,Plastic Bucket,Household Utility,M003,E002,409,357,353,4,6.54,1.15,439.7,11.89,Colour Defect,87.29,1.12,Completed,Low,High,52.232,2021,10,October,2021-10
P046558,2023-05-14,Morning,NP004,Storage Box,Storage,M005,E003,1619,1342,1304,38,7.72,0.63,2211.36,38.11,Colour Defect,82.89,2.83,Completed,Low,Low,22.264,2023,5,May,2023-05
P046559,2021-06-26,Night,NP004,Storage Box,Storage,M006,E011,1725,1760,1738,22,5.71,0.52,2781.13,29.06,Shape Defect,102.03,1.25,Completed,High,Low,22.264,2021,6,June,2021-06
P046560,2025-01-11,Evening,NP003,Plastic Chair,Furniture,M006,E018,1539,1395,1322,73,7.71,1.44,4034.51,19.88,None,90.64,5.23,Completed,Medium,Medium,46.592,2025,1,January,2025-01
P046561,2026-03-23,Morning,NP003,Plastic Chair,Furniture,M004,E005,1303,1342,1297,45,7.5,0.37,3841.78,17.58,Surface Defect,102.99,3.35,Completed,Medium,Medium,46.592,2026,3,March,2026-03
P046562,2025-01-14,Evening,NP006,Kitchen Container,Kitchen Product,M002,E003,759,717,690,27,6.15,0.62,376.73,31.07,Deformed Product,94.47,3.77,Completed,Medium,High,96.056,2025,1,January,2025-01
P046563,2022-10-07,Night,NP001,Plastic Bucket,Household Utility,M005,E004,1251,1102,1079,23,5.81,0.3,1268.93,8.49,Colour Defect,88.09,2.09,Completed,Low,High,52.232,2022,10,October,2022-10
P046564,2022-07-16,Evening,NP003,Plastic Chair,Furniture,M001,E024,969,935,867,68,7.57,0.0,2550.08,37.41,Colour Defect,96.49,7.27,Completed,Low,Medium,46.592,2022,7,July,2022-07
P046565,2021-12-04,Morning,NP004,Storage Box,Storage,M004,E013,498,425,420,5,6.65,0.18,674.6,28.96,Surface Defect,85.34,1.18,Completed,Low,Low,22.264,2021,12,December,2021-12
P046566,2022-01-11,Morning,NP004,Storage Box,Storage,M001,E030,1764,1756,1709,47,6.95,1.45,2905.83,29.03,Surface Defect,99.55,2.68,Completed,High,Low,22.264,2022,1,January,2022-01
P046567,2023-11-27,Morning,NP004,Storage Box,Storage,M001,E001,612,583,569,14,6.86,1.57,899.55,17.69,Colour Defect,95.26,2.4,Completed,High,Low,22.264,2023,11,November,2023-11
P046568,2025-09-05,Morning,NP006,Kitchen Container,Kitchen Product,M004,E007,1599,1463,1415,48,6.54,0.67,827.45,26.81,Dimensional Defect,91.49,3.28,Completed,Medium,High,96.056,2025,9,September,2025-09
P046569,2021-06-09,Morning,NP006,Kitchen Container,Kitchen Product,M003,E028,668,606,596,10,7.55,1.4,327.83,5.43,Colour Defect,90.72,1.65,Completed,Medium,High,96.056,2021,6,June,2021-06
P046570,2025-02-12,Night,NP005,Plastic Dustbin,Household Utility,M005,E007,285,272,258,14,6.49,0.72,508.86,1.43,Dimensional Defect,95.44,5.15,Completed,Medium,Low,33.044,2025,2,February,2025-02
P046571,2021-07-17,Evening,NP006,Kitchen Container,Kitchen Product,M002,E023,496,511,501,10,7.86,0.74,281.36,33.27,Dimensional Defect,103.02,1.96,Completed,High,High,96.056,2021,7,July,2021-07
P046572,2026-06-26,Evening,NP001,Plastic Bucket,Household Utility,M003,E019,1519,1516,1483,33,7.36,0.06,1949.12,31.2,Shape Defect,99.8,2.18,Completed,High,High,52.232,2026,6,June,2026-06
P046573,2025-03-20,Morning,NP002,Plastic Mug,Household Utility,M002,E010,1601,1587,1487,100,5.64,0.36,396.54,13.69,None,99.13,6.3,Completed,Medium,Medium,47.322,2025,3,March,2025-03
P046574,2022-10-23,Morning,NP006,Kitchen Container,Kitchen Product,M001,E011,1626,1560,1478,82,6.56,0.47,860.89,24.95,Surface Defect,95.94,5.26,Completed,Medium,High,96.056,2022,10,October,2022-10
P046575,2023-11-10,Evening,NP001,Plastic Bucket,Household Utility,M003,E005,1599,1619,1598,21,5.98,1.49,1921.41,1.44,Surface Defect,101.25,1.3,Completed,High,High,52.232,2023,11,November,2023-11
P046576,2022-06-25,Morning,NP001,Plastic Bucket,Household Utility,M004,E019,228,208,206,2,6.4,1.26,229.39,22.18,None,91.23,0.96,Completed,Medium,High,52.232,2022,6,June,2022-06
P046577,2025-06-01,Morning,NP004,Storage Box,Storage,M002,E016,850,804,714,90,7.58,0.07,1256.21,33.46,Colour Defect,94.59,11.19,Review,Low,Low,22.264,2025,6,June,2025-06
P046578,2023-05-19,Morning,NP004,Storage Box,Storage,M005,E013,1754,1614,1567,47,7.65,1.17,2553.09,1.48,Crack,92.02,2.91,Completed,Medium,Low,22.264,2023,5,May,2023-05
P046579,2026-05-27,Morning,NP005,Plastic Dustbin,Household Utility,M004,E020,1718,1507,1375,132,6.31,1.17,2797.46,12.85,Shape Defect,87.72,8.76,Review,Low,Low,33.044,2026,5,May,2026-05
P046580,2021-05-16,Morning,NP002,Plastic Mug,Household Utility,M002,E015,1609,1427,1370,57,5.62,0.4,352.23,31.12,Surface Defect,88.69,3.99,Completed,Low,Medium,47.322,2021,5,May,2021-05
P046581,2021-01-29,Morning,NP001,Plastic Bucket,Household Utility,M004,E011,1559,1260,1171,89,6.13,1.02,1447.74,32.65,None,80.82,7.06,Completed,Low,High,52.232,2021,1,January,2021-01
P046582,2021-05-15,Night,NP003,Plastic Chair,Furniture,M002,E016,1095,966,940,26,6.87,1.44,2936.81,7.28,Surface Defect,88.22,2.69,Completed,Low,Medium,46.592,2021,5,May,2021-05
P046583,2024-03-21,Evening,NP003,Plastic Chair,Furniture,M001,E025,1580,1502,1423,79,5.72,0.05,4454.34,10.22,None,95.06,5.26,Completed,Medium,Medium,46.592,2024,3,March,2024-03
P046584,2026-08-31,Morning,NP006,Kitchen Container,Kitchen Product,M003,E017,526,450,419,31,7.84,0.27,236.29,26.89,Shape Defect,85.55,6.89,Completed,Low,High,96.056,2026,8,August,2026-08
P046585,2023-02-01,Morning,NP001,Plastic Bucket,Household Utility,M003,E017,1306,1211,1186,25,7.89,1.43,1416.67,15.34,Colour Defect,92.73,2.06,Completed,Medium,High,52.232,2023,2,February,2023-02
P046586,2026-04-10,Morning,NP004,Storage Box,Storage,M003,E028,256,252,232,20,6.28,1.34,379.11,23.83,Shape Defect,98.44,7.94,Completed,Low,Low,22.264,2026,4,April,2026-04
P046587,2023-11-30,Night,NP002,Plastic Mug,Household Utility,M003,E014,1065,1045,1031,14,6.63,1.42,275.08,19.89,Colour Defect,98.12,1.34,Completed,High,Medium,47.322,2023,11,November,2023-11
P046588,2023-04-16,Morning,NP002,Plastic Mug,Household Utility,M005,E011,1449,1273,1230,43,6.52,0.74,322.67,36.48,Shape Defect,87.85,3.38,Completed,Low,Medium,47.322,2023,4,April,2023-04
P046589,2025-11-17,Morning,NP002,Plastic Mug,Household Utility,M006,E024,1504,1428,1342,86,7.31,0.59,359.91,12.98,Shape Defect,94.95,6.02,Completed,Medium,Medium,47.322,2025,11,November,2025-11
P046590,2026-07-04,Evening,NP001,Plastic Bucket,Household Utility,M001,E020,1790,1636,1602,34,6.6,0.47,2130.95,38.11,Shape Defect,91.4,2.08,Completed,Medium,High,52.232,2026,7,July,2026-07
P046591,2022-05-05,Morning,NP001,Plastic Bucket,Household Utility,M002,E021,1548,1507,1471,36,7.4,0.21,1874.56,36.96,None,97.35,2.39,Completed,High,High,52.232,2022,5,May,2022-05
P046592,2021-03-13,Morning,NP006,Kitchen Container,Kitchen Product,M004,E023,741,731,667,64,7.12,0.48,380.03,12.64,Surface Defect,98.65,8.76,Review,Low,High,96.056,2021,3,March,2021-03
P046593,2021-07-30,Night,NP005,Plastic Dustbin,Household Utility,M001,E013,670,687,677,10,6.22,0.9,1216.04,16.15,Dimensional Defect,102.54,1.46,Completed,High,Low,33.044,2021,7,July,2021-07
P046594,2025-06-04,Morning,NP005,Plastic Dustbin,Household Utility,M002,E021,1115,976,929,47,7.51,1.42,1834.04,7.3,None,87.53,4.82,Completed,Low,Low,33.044,2025,6,June,2025-06
P046595,2024-11-05,Morning,NP002,Plastic Mug,Household Utility,M006,E013,609,586,571,15,7.99,1.5,144.04,14.52,Crack,96.22,2.56,Completed,High,Medium,47.322,2024,11,November,2024-11
P046596,2021-07-03,Evening,NP002,Plastic Mug,Household Utility,M003,E013,1674,1562,1505,57,7.05,1.5,416.51,4.09,Colour Defect,93.31,3.65,Completed,Medium,Medium,47.322,2021,7,July,2021-07
P046597,2024-09-04,Night,NP001,Plastic Bucket,Household Utility,M004,E006,1496,1362,1214,148,7.19,0.98,1652.99,31.38,Colour Defect,91.04,10.87,Review,Low,High,52.232,2024,9,September,2024-09
P046598,2021-08-07,Morning,NP004,Storage Box,Storage,M002,E027,197,193,190,3,7.21,0.28,302.31,2.73,Deformed Product,97.97,1.55,Completed,High,Low,22.264,2021,8,August,2021-08
P046599,2022-01-28,Night,NP003,Plastic Chair,Furniture,M003,E002,1085,1018,1009,9,7.64,0.18,2848.91,8.17,Dimensional Defect,93.82,0.88,Completed,Medium,Medium,46.592,2022,1,January,2022-01
P046600,2021-05-09,Evening,NP006,Kitchen Container,Kitchen Product,M005,E026,1233,1064,994,70,5.69,1.44,618.76,17.89,None,86.29,6.58,Completed,Low,High,96.056,2021,5,May,2021-05
P046601,2022-04-06,Evening,NP004,Storage Box,Storage,M002,E004,1698,1489,1391,98,5.53,1.49,2412.24,11.83,Surface Defect,87.69,6.58,Completed,Low,Low,22.264,2022,4,April,2022-04
P046602,2024-10-19,Morning,NP005,Plastic Dustbin,Household Utility,M001,E005,1110,1065,1054,11,7.67,0.26,2000.49,31.56,None,95.95,1.03,Completed,High,Low,33.044,2024,10,October,2024-10
P046603,2024-05-24,Morning,NP002,Plastic Mug,Household Utility,M004,E015,1182,1106,1094,12,7.82,0.27,283.42,8.47,Shape Defect,93.57,1.08,Completed,Medium,Medium,47.322,2024,5,May,2024-05
P046604,2024-03-17,Evening,NP005,Plastic Dustbin,Household Utility,M005,E016,1030,1061,983,78,6.93,1.0,1930.34,5.39,None,103.01,7.35,Completed,Low,Low,33.044,2024,3,March,2024-03
P046605,2024-01-15,Morning,NP004,Storage Box,Storage,M002,E019,1142,982,960,22,7.07,0.43,1531.47,39.15,Colour Defect,85.99,2.24,Completed,Low,Low,22.264,2024,1,January,2024-01
P046606,2021-05-24,Night,NP004,Storage Box,Storage,M004,E003,1605,1577,1491,86,7.03,0.79,2534.71,15.42,Dimensional Defect,98.26,5.45,Completed,Medium,Low,22.264,2021,5,May,2021-05
P046607,2022-03-07,Morning,NP004,Storage Box,Storage,M005,E028,312,269,261,8,6.55,0.64,398.56,27.3,Surface Defect,86.22,2.97,Completed,Low,Low,22.264,2022,3,March,2022-03
P046608,2022-08-06,Night,NP006,Kitchen Container,Kitchen Product,M003,E004,820,771,748,23,7.81,0.19,436.21,17.81,None,94.02,2.98,Completed,Medium,High,96.056,2022,8,August,2022-08
P046609,2026-08-23,Morning,NP004,Storage Box,Storage,M005,E002,283,237,226,11,6.66,0.4,371.25,33.12,None,83.75,4.64,Completed,Low,Low,22.264,2026,8,August,2026-08
P046610,2021-07-02,Evening,NP006,Kitchen Container,Kitchen Product,M006,E005,1216,1081,1061,20,6.59,0.97,602.73,17.16,Crack,88.9,1.85,Completed,Low,High,96.056,2021,7,July,2021-07
P046611,2023-03-20,Evening,NP001,Plastic Bucket,Household Utility,M002,E028,1608,1472,1401,71,6.12,1.27,1766.43,38.37,Surface Defect,91.54,4.82,Completed,Medium,High,52.232,2023,3,March,2023-03
P046612,2026-05-28,Night,NP002,Plastic Mug,Household Utility,M004,E005,1173,1208,1133,75,7.55,0.01,302.0,37.41,Colour Defect,102.98,6.21,Completed,Medium,Medium,47.322,2026,5,May,2026-05
P046613,2026-05-12,Evening,NP006,Kitchen Container,Kitchen Product,M004,E001,515,530,527,3,6.92,1.4,302.41,6.06,Crack,102.91,0.57,Completed,High,High,96.056,2026,5,May,2026-05
P046614,2024-03-24,Evening,NP006,Kitchen Container,Kitchen Product,M005,E007,338,309,299,10,5.86,1.59,165.64,35.43,None,91.42,3.24,Completed,Medium,High,96.056,2024,3,March,2024-03
P046615,2022-08-14,Morning,NP002,Plastic Mug,Household Utility,M006,E013,1791,1729,1661,68,7.13,0.16,422.01,11.38,Colour Defect,96.54,3.93,Completed,Medium,Medium,47.322,2022,8,August,2022-08
P046616,2022-05-17,Evening,NP003,Plastic Chair,Furniture,M002,E006,687,672,610,62,6.9,0.98,1753.86,13.7,Surface Defect,97.82,9.23,Review,Low,Medium,46.592,2022,5,May,2022-05
P046617,2026-05-06,Evening,NP004,Storage Box,Storage,M002,E026,306,306,302,4,6.51,1.08,483.97,39.11,Shape Defect,100.0,1.31,Completed,High,Low,22.264,2026,5,May,2026-05
P046618,2022-05-26,Evening,NP005,Plastic Dustbin,Household Utility,M003,E024,539,516,508,8,7.34,0.82,1003.55,9.39,Colour Defect,95.73,1.55,Completed,High,Low,33.044,2022,5,May,2022-05
P046619,2023-02-22,Morning,NP004,Storage Box,Storage,M005,E005,1604,1345,1265,80,6.59,1.08,2178.97,27.79,Shape Defect,83.85,5.95,Completed,Low,Low,22.264,2023,2,February,2023-02
P046620,2025-08-21,Morning,NP004,Storage Box,Storage,M002,E001,788,711,663,48,7.33,0.25,1134.5,31.46,Crack,90.23,6.75,Completed,Medium,Low,22.264,2025,8,August,2025-08
P046621,2021-12-21,Morning,NP003,Plastic Chair,Furniture,M001,E017,1441,1367,1314,53,5.64,1.36,3814.72,35.4,Crack,94.86,3.88,Completed,Medium,Medium,46.592,2021,12,December,2021-12
P046622,2023-02-09,Morning,NP006,Kitchen Container,Kitchen Product,M001,E003,1534,1490,1444,46,5.88,0.23,801.39,25.76,Shape Defect,97.13,3.09,Completed,Medium,High,96.056,2023,2,February,2023-02
P046623,2023-11-26,Morning,NP005,Plastic Dustbin,Household Utility,M002,E008,848,744,705,39,5.71,0.8,1463.05,1.62,Shape Defect,87.74,5.24,Completed,Low,Low,33.044,2023,11,November,2023-11
P046624,2022-09-13,Night,NP004,Storage Box,Storage,M002,E026,228,194,192,2,6.52,1.56,304.61,22.47,Dimensional Defect,85.09,1.03,Completed,Low,Low,22.264,2022,9,September,2022-09
P046625,2025-01-30,Evening,NP003,Plastic Chair,Furniture,M001,E014,417,416,410,6,7.92,0.76,1182.14,20.76,None,99.76,1.44,Completed,High,Medium,46.592,2025,1,January,2025-01
P046626,2026-08-08,Evening,NP005,Plastic Dustbin,Household Utility,M001,E022,1230,1099,1054,45,7.44,0.46,2122.7,8.23,Shape Defect,89.35,4.09,Completed,Low,Low,33.044,2026,8,August,2026-08
P046627,2022-06-30,Night,NP001,Plastic Bucket,Household Utility,M004,E003,1693,1468,1380,88,5.58,1.26,1680.13,7.33,Colour Defect,86.71,5.99,Completed,Low,High,52.232,2022,6,June,2022-06
P046628,2022-02-13,Evening,NP001,Plastic Bucket,Household Utility,M003,E016,295,268,250,18,5.81,0.28,316.67,21.77,None,90.85,6.72,Completed,Medium,High,52.232,2022,2,February,2022-02
P046629,2025-02-17,Morning,NP003,Plastic Chair,Furniture,M005,E020,909,824,755,69,6.35,1.25,2234.72,11.05,None,90.65,8.37,Review,Low,Medium,46.592,2025,2,February,2025-02
P046630,2025-05-18,Evening,NP001,Plastic Bucket,Household Utility,M001,E022,1134,1012,1005,7,6.8,0.33,1215.92,8.72,None,89.24,0.69,Completed,Low,High,52.232,2025,5,May,2025-05
P046631,2022-09-29,Morning,NP004,Storage Box,Storage,M002,E020,398,375,343,32,6.85,0.13,571.55,21.62,Crack,94.22,8.53,Review,Low,Low,22.264,2022,9,September,2022-09
P046632,2026-03-20,Night,NP004,Storage Box,Storage,M003,E016,502,446,442,4,7.45,0.33,732.81,12.45,Surface Defect,88.84,0.9,Completed,Low,Low,22.264,2026,3,March,2026-03
P046633,2021-12-05,Evening,NP005,Plastic Dustbin,Household Utility,M003,E003,1592,1640,1584,56,5.89,0.72,3082.85,3.33,None,103.02,3.41,Completed,Medium,Low,33.044,2021,12,December,2021-12
P046634,2021-08-17,Morning,NP006,Kitchen Container,Kitchen Product,M002,E020,668,600,541,59,7.96,1.03,332.66,16.28,Colour Defect,89.82,9.83,Review,Low,High,96.056,2021,8,August,2021-08
P046635,2023-04-18,Morning,NP004,Storage Box,Storage,M002,E027,286,255,240,15,6.84,0.56,437.94,15.81,Surface Defect,89.16,5.88,Completed,Low,Low,22.264,2023,4,April,2023-04
P046636,2022-05-19,Evening,NP005,Plastic Dustbin,Household Utility,M001,E025,1100,978,887,91,6.34,1.37,1830.51,31.01,Colour Defect,88.91,9.3,Review,Low,Low,33.044,2022,5,May,2022-05
P046637,2023-04-10,Morning,NP003,Plastic Chair,Furniture,M001,E008,750,722,635,87,6.38,0.75,2003.09,24.84,None,96.27,12.05,Review,Low,Medium,46.592,2023,4,April,2023-04
P046638,2024-10-05,Morning,NP003,Plastic Chair,Furniture,M004,E005,1491,1380,1280,100,7.01,0.51,3923.07,5.5,Crack,92.56,7.25,Completed,Low,Medium,46.592,2024,10,October,2024-10
P046639,2021-05-25,Evening,NP001,Plastic Bucket,Household Utility,M001,E020,1751,1669,1633,36,5.82,1.09,2035.57,18.65,Surface Defect,95.32,2.16,Completed,High,High,52.232,2021,5,May,2021-05
P046640,2023-10-29,Evening,NP001,Plastic Bucket,Household Utility,M006,E028,1237,1219,1203,16,7.46,0.95,1523.1,6.5,Crack,98.54,1.31,Completed,High,High,52.232,2023,10,October,2023-10
P046641,2023-08-14,Morning,NP006,Kitchen Container,Kitchen Product,M006,E003,610,532,468,64,7.51,1.23,288.77,3.02,Colour Defect,87.21,12.03,Review,Low,High,96.056,2023,8,August,2023-08
P046642,2022-02-15,Night,NP005,Plastic Dustbin,Household Utility,M001,E022,420,412,400,12,6.41,1.07,794.11,34.89,Surface Defect,98.1,2.91,Completed,High,Low,33.044,2022,2,February,2022-02
P046643,2024-02-16,Evening,NP003,Plastic Chair,Furniture,M002,E006,154,124,120,4,6.49,0.82,333.01,33.89,Deformed Product,80.52,3.23,Completed,Low,Medium,46.592,2024,2,February,2024-02
P046644,2026-01-31,Evening,NP002,Plastic Mug,Household Utility,M006,E012,325,315,306,9,5.57,0.47,75.96,37.31,Dimensional Defect,96.92,2.86,Completed,High,Medium,47.322,2026,1,January,2026-01
P046645,2023-12-01,Morning,NP006,Kitchen Container,Kitchen Product,M006,E023,488,479,453,26,7.68,1.55,257.07,24.02,Colour Defect,98.16,5.43,Completed,Medium,High,96.056,2023,12,December,2023-12
P046646,2022-12-12,Night,NP006,Kitchen Container,Kitchen Product,M003,E025,184,173,167,6,7.31,0.24,95.84,16.3,Shape Defect,94.02,3.47,Completed,Medium,High,96.056,2022,12,December,2022-12
P046647,2023-11-10,Evening,NP005,Plastic Dustbin,Household Utility,M004,E001,881,819,748,71,7.36,0.42,1634.87,37.02,Shape Defect,92.96,8.67,Review,Low,Low,33.044,2023,11,November,2023-11
P046648,2025-09-06,Morning,NP002,Plastic Mug,Household Utility,M002,E027,1152,1088,1071,17,6.26,0.38,277.43,37.06,Surface Defect,94.44,1.56,Completed,Medium,Medium,47.322,2025,9,September,2025-09
P046649,2024-03-24,Morning,NP001,Plastic Bucket,Household Utility,M001,E017,1591,1469,1338,131,5.64,1.18,1752.34,21.62,Dimensional Defect,92.33,8.92,Review,Low,High,52.232,2024,3,March,2024-03
P046650,2026-04-18,Morning,NP006,Kitchen Container,Kitchen Product,M004,E002,1377,1341,1262,79,6.55,1.53,778.49,13.24,None,97.39,5.89,Completed,Medium,High,96.056,2026,4,April,2026-04
P046651,2025-09-22,Morning,NP002,Plastic Mug,Household Utility,M003,E027,404,390,386,4,6.87,0.74,96.37,18.2,Surface Defect,96.53,1.03,Completed,High,Medium,47.322,2025,9,September,2025-09
P046652,2024-07-06,Morning,NP002,Plastic Mug,Household Utility,M005,E022,1068,1027,932,95,7.75,1.24,257.54,6.09,None,96.16,9.25,Review,Low,Medium,47.322,2024,7,July,2024-07
P046653,2021-01-07,Morning,NP004,Storage Box,Storage,M003,E005,1595,1492,1421,71,7.18,1.59,2474.34,1.89,Crack,93.54,4.76,Completed,Medium,Low,22.264,2021,1,January,2021-01
P046654,2026-05-14,Night,NP005,Plastic Dustbin,Household Utility,M004,E026,1557,1317,1199,118,6.59,0.43,2527.95,12.99,Dimensional Defect,84.59,8.96,Review,Low,Low,33.044,2026,5,May,2026-05
P046655,2025-07-09,Morning,NP001,Plastic Bucket,Household Utility,M003,E025,319,317,311,6,6.63,0.48,418.85,34.49,Surface Defect,99.37,1.89,Completed,High,High,52.232,2025,7,July,2025-07
P046656,2024-04-08,Night,NP006,Kitchen Container,Kitchen Product,M002,E011,1424,1343,1268,75,5.51,0.86,749.36,23.48,Surface Defect,94.31,5.58,Completed,Medium,High,96.056,2024,4,April,2024-04
P046657,2021-10-22,Evening,NP001,Plastic Bucket,Household Utility,M006,E011,400,360,358,2,6.63,1.44,424.35,25.05,Deformed Product,90.0,0.56,Completed,Medium,High,52.232,2021,10,October,2021-10
